track_id,parsed_genre_ids,parsed_genre_titles,acousticness,danceability,energy,instrumentalness,liveness
1687,[2],['International'],0.8903125794,0.4281974864,0.1527934713,0.0050953248,0.1040581297
1688,[2],['International'],0.9832152096,0.4160671687,0.3509597251,0.4417260447,0.1262052659
1689,[2],['International'],0.9691608115,0.4797146323,0.3241311822,0.8905312382,0.1259826271
1701,[17],['Folk'],0.9926865883,0.2486188741,0.2561925707,0.8238542856,0.090126849
1702,[17],['Folk'],0.9688298257,0.5659659296,0.5736909858,0.9310911038,0.1312390586
1703,[17],['Folk'],0.9211518439,0.3730424979,0.2203914086,0.9263626322,0.1492777373
1704,[17],['Folk'],0.991954118,0.2970348005,0.2692308585,0.7782337908,0.091985367
1706,[12],['Rock'],0.9950898383,0.4072063405,0.9771725654,0.9654103695,0.2760053303
1720,[58],['Psych-Rock'],0.5402475271,0.1986868226,0.4246546932,0.7161799731,0.1308577472
1883,[12],['Rock'],0.8105361291,0.3565339014,0.9419612564,0.9623092733,0.1422250589
1891,[12],['Rock'],0.9465863835,0.1859294916,0.5543436632,0.9725575803,0.1118643792
1893,[17],['Folk'],0.3926838696,0.7285435459,0.2207963618,0.9248149695,0.0720788954
1924,[17],['Folk'],0.0003141209,0.1733772476,0.8573469486,0.850661837,0.1652111814
1925,[17],['Folk'],0.7757731596,0.4763814292,0.4099578877,0.8381337604,0.1156932671
3263,[17],['Folk'],0.9663851814,0.4556339021,0.0032382405,0.878889123,0.1115722259
3264,[17],['Folk'],0.8904816132,0.4669434522,0.010606141,0.8356770502,0.1115640739
3265,[17],['Folk'],0.9473671137,0.4124128932,0.0056461135,0.6178911558,0.1115680163
3266,[17],['Folk'],0.9755329694,0.5112845147,0.0076837273,0.0001396762,0.1112785552
3270,[17],['Folk'],0.9951393995,0.4900795346,0.1421763642,0.8292220484,0.1111910695
3271,[17],['Folk'],0.988143649,0.5531185106,0.0369685228,0.4908951227,0.1116284446
3272,[17],['Folk'],0.9933723678,0.4752829216,0.0642428245,0.7156848823,0.0945233547
3273,[17],['Folk'],0.7455159764,0.4282098478,0.0594251351,0.843192232,0.1130259582
3274,[17],['Folk'],0.9505290938,0.1964395452,0.0395331197,0.9186590376,0.1084324766
3492,[12],['Rock'],0.9452718195,0.337005934,0.1350242343,0.2126016266,0.1141882178
3573,[15],['Electronic'],0.4342549743,0.4607322215,0.8627467642,0.9550246018,0.5351868351
3598,[17],['Folk'],0.9166071478,0.5094721681,0.1153566662,0.375706831,0.1130899365
3624,"[12, 89]","['Rock', 'Post-Punk']",0.8592553288,0.3253242622,0.5858994522,0.8637454503,0.0501827353
3707,[17],['Folk'],0.8932009956,0.3618870506,0.1866964712,0.9078538066,0.1029311993
3708,[17],['Folk'],0.8103741093,0.5298376744,0.1946418456,0.8875682722,0.1103281098
3761,"[12, 26]","['Rock', 'Post-Rock']",0.7891043816,0.2802859794,0.3467914204,0.9331963683,0.2005968591
3762,"[12, 26]","['Rock', 'Post-Rock']",0.1940246494,0.3495789181,0.4739023944,0.9458360969,0.3670095491
3763,"[12, 26]","['Rock', 'Post-Rock']",9.0935e-06,0.1442757763,0.8078862783,0.7775408417,0.1084145484
3765,"[12, 26]","['Rock', 'Post-Rock']",0.4083867117,0.051307487,0.3310534519,0.9544177341,0.2470881522
3766,"[12, 26]","['Rock', 'Post-Rock']",0.2301191865,0.3591129185,0.5930512105,0.9417916382,0.262578313
3840,[12],['Rock'],0.603290672,0.3649672887,0.9038442068,0.4722594365,0.7365000158
3880,[17],['Folk'],0.9946315646,0.3954319419,0.1661714125,0.8991725114,0.1098220304
3904,[17],['Folk'],0.9124694707,0.3934034454,0.2853514213,0.874023745,0.11138245
3905,[17],['Folk'],0.901332897,0.2582020843,0.2117355174,0.8813343775,0.1019387549
3906,[17],['Folk'],0.8992162015,0.3478905123,0.2386904982,0.8372474661,0.129078768
3908,[17],['Folk'],0.9278991789,0.1970514046,0.243620029,0.9254662113,0.109806763
3909,[17],['Folk'],0.8317403105,0.3056999081,0.2879941611,0.9149913498,0.1118385713
3910,[17],['Folk'],0.9013526361,0.3229073004,0.2613791619,0.8746949402,0.1101003149
3911,[17],['Folk'],0.8924863364,0.3180925966,0.2991328609,0.8865969389,0.1409633827
3912,[17],['Folk'],0.8789405481,0.3533910191,0.3413498769,0.9475925062,0.1081536971
3913,[17],['Folk'],0.8703061018,0.2054633768,0.2618200766,0.8933933053,0.1353022601
3920,[17],['Folk'],0.9937473866,0.6193260539,0.2003210419,0.9580116787,0.1155699624
3921,[17],['Folk'],0.99258386,0.5402921256,0.0896189627,0.2177821867,0.0970001274
4013,[17],['Folk'],0.9297281674,0.2571043178,0.0061646477,0.712865777,0.1022654124
4017,[17],['Folk'],0.9873854309,0.268289291,0.0081024377,0.0007974063,0.3377434051
4066,[33],['Psych-Folk'],0.9840158632,0.3480274864,0.1052312465,0.9353805414,0.1125330695
4067,[33],['Psych-Folk'],0.9861277927,0.3068828061,0.0660307321,0.9165349278,0.1117106124
4068,[33],['Psych-Folk'],0.9785409139,0.323831297,0.070884638,0.9225107028,0.1115168351
4069,[33],['Psych-Folk'],0.9390264269,0.36766421,0.1402694767,0.931815334,0.1031307984
4108,[12],['Rock'],0.9680470427,0.2195702453,0.4574520564,0.2472478512,0.2476654347
4450,[17],['Folk'],0.9764447935,0.5108898615,0.1469079863,0.9307494529,0.108708328
4519,[15],['Electronic'],0.5146310626,0.3903600494,0.509240895,0.9534925323,0.3717028749
4520,[15],['Electronic'],0.5837493532,0.4733391002,0.4413672903,0.7481173173,0.1759724994
4521,[15],['Electronic'],0.5546066439,0.7183421033,0.4731691957,0.9182439469,0.2186664915
4522,[15],['Electronic'],0.9243880861,0.3934985041,0.6043295499,0.9068075024,0.3603763804
4682,[21],['Hip-Hop'],0.2799768813,0.4156203612,0.7701436785,0.8970278394,0.3617182934
4684,[21],['Hip-Hop'],0.2209234723,0.3454192492,0.9195109633,0.9097449927,0.3888200683
4685,[21],['Hip-Hop'],0.2124572251,0.3831137993,0.6052403353,0.9049934736,0.2199077279
4688,[21],['Hip-Hop'],0.2815423401,0.4937486272,0.595018309,0.9328696602,0.0922660241
4777,[12],['Rock'],0.8913950993,0.3262638897,0.3876330759,0.7482437121,0.6862384689
4778,[12],['Rock'],0.9595281866,0.3586120465,0.3900280128,0.9443990512,0.1300705208
4779,[12],['Rock'],0.8974272507,0.4973017783,0.5037427343,0.6452710304,0.1889959239
4780,[12],['Rock'],0.7943125362,0.459219418,0.6640574323,0.9201783632,0.6209874458
4781,[12],['Rock'],0.9740430899,0.5539476861,0.5721138024,0.8935432144,0.1288180173
4782,[12],['Rock'],0.6362804191,0.628878776,0.6210083673,0.5776471249,0.8827288296
4784,[12],['Rock'],0.8984841446,0.4541545645,0.7902584279,0.8562603406,0.3181121522
4785,[12],['Rock'],0.9459151171,0.3739597168,0.582579511,0.6470228661,0.4738699957
4786,[12],['Rock'],0.7835748352,0.4607619108,0.6893586262,0.7911182053,0.1385065266
4787,[12],['Rock'],0.9080808937,0.2520310043,0.7047715291,0.8240939331,0.6397844148
4788,[12],['Rock'],0.9062571016,0.5315946475,0.5983611581,0.728995728,0.7413581947
4799,[12],['Rock'],0.6300827288,0.369359144,0.1840616124,0.956120811,0.5773044212
4835,[12],['Rock'],0.8419993723,0.254873785,0.9512006849,0.7678896974,0.187045906
4836,[12],['Rock'],0.7498163605,0.26962204,0.9776780392,0.3719879359,0.2011815038
4838,[12],['Rock'],0.9042259677,0.2835055368,0.968146045,0.8806481927,0.1250464572
5156,[17],['Folk'],0.9154083931,0.4994812752,0.0681443441,0.8800028096,0.1109257617
5157,[17],['Folk'],0.8226780972,0.508352281,0.0616224507,0.8736364329,0.1316383578
5158,[17],['Folk'],0.8472949303,0.3902433998,0.0630620808,0.8831694394,0.111311193
5159,[17],['Folk'],0.9366041189,0.4171661421,0.0768375853,0.9076828433,0.1046773783
5169,[17],['Folk'],0.946927472,0.3933448588,0.084939654,0.9232468292,0.1223383815
5170,[17],['Folk'],0.9387836374,0.3904861667,0.0504416263,0.9389211584,0.1191752573
5171,[17],['Folk'],0.8733157382,0.4776171862,0.1710846317,0.86624367,0.1032152752
5191,[10],['Pop'],0.7946017048,0.4532548798,0.4758557485,0.9634826057,0.1470674335
5264,[21],['Hip-Hop'],0.4852057425,0.2178260095,0.8914350161,0.6488145752,0.1963166989
5268,[21],['Hip-Hop'],0.4158928768,0.8562969194,0.4204394402,0.7895850791,0.074111346
5376,[17],['Folk'],0.9919122456,0.3511195087,0.0892983341,0.9360298515,0.1224003384
5381,[17],['Folk'],0.9495693325,0.4912172413,0.1167829958,0.9489554082,0.1115197847
6329,"[2, 118]","['International', 'Balkan']",0.397181576,0.4413621706,0.6110489935,0.8793293972,0.7325845147
6330,"[2, 92]","['International', 'African']",0.9938933036,0.5942505461,0.5404739624,0.9197030788,0.3078247871
6331,"[2, 118, 130]","['International', 'Balkan', 'Europe']",0.9948513995,0.3889528446,0.3722549681,0.9580372004,0.541370013
6332,"[2, 118]","['International', 'Balkan']",0.9869959201,0.3733408447,0.7230153356,0.901695045,0.9509460036
6333,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.8870931065,0.3703166974,0.5487892897,0.2292801853,0.4277753023
6342,"[2, 102]","['International', 'Middle East']",0.9840642961,0.5643297129,0.4748190135,0.8494795374,0.6987832005
6354,"[2, 92]","['International', 'African']",0.9805898525,0.439750245,0.4724599541,0.8523111587,0.9030811665
6357,"[2, 118]","['International', 'Balkan']",0.9936295726,0.487650683,0.9534747766,0.9427763955,0.7674841757
6358,"[2, 118, 130]","['International', 'Balkan', 'Europe']",0.9950494692,0.3805175656,0.575507933,0.944274714,0.7299484387
6360,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.9743251749,0.4617275928,0.3565101362,0.9026426143,0.2544025429
6363,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.8630878352,0.5217884493,0.4826093496,0.3818655652,0.8675765121
6366,"[2, 102]","['International', 'Middle East']",0.9773855229,0.5277763801,0.442235605,0.6832404366,0.6435779408
6367,"[2, 92]","['International', 'African']",0.9891662565,0.4798044995,0.4134111493,0.8984824407,0.2773878909
6368,"[2, 118, 130]","['International', 'Balkan', 'Europe']",0.9942388678,0.5191864976,0.5409890694,0.9374701768,0.7554723079
6370,"[2, 118]","['International', 'Balkan']",0.9944438978,0.451248509,0.7470948342,0.9293315116,0.5771655288
6372,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.9497550213,0.5340176866,0.4222513858,0.9027548851,0.400178362
6373,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.9760004846,0.4559347283,0.2495012499,0.7552115712,0.7429233367
6376,"[2, 118, 130]","['International', 'Balkan', 'Europe']",0.9891424052,0.6635231053,0.7166558663,0.9306875287,0.6204314443
6379,"[2, 92]","['International', 'African']",0.9919347458,0.3560591433,0.3651422266,0.7970852064,0.5375961492
6380,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.6743527756,0.4260996487,0.7425791403,0.9403969667,0.8410042733
6381,"[2, 118]","['International', 'Balkan']",0.9944728511,0.2834983186,0.6720264762,0.9564483343,0.8243825709
6382,"[2, 118]","['International', 'Balkan']",0.9131122859,0.4576611962,0.6700205089,0.8369758396,0.3750230644
6383,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.9893781789,0.5798767977,0.4825918564,0.9316092107,0.6357311626
6385,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.7583583075,0.5053471693,0.5439832,0.7826870027,0.8508758915
6387,"[2, 118]","['International', 'Balkan']",0.992306161,0.3130498882,0.7768833897,0.933500393,0.8227845843
6389,"[2, 92]","['International', 'African']",0.9424325424,0.5607709945,0.4591299116,0.0090756935,0.7786453889
6390,"[2, 118, 130]","['International', 'Balkan', 'Europe']",0.993397693,0.3828426433,0.5646818131,0.9296315046,0.8819145559
6393,"[2, 102]","['International', 'Middle East']",0.950920247,0.5083155227,0.9225539467,0.7951036955,0.9605194782
6394,"[2, 118]","['International', 'Balkan']",0.7978986588,0.5013008068,0.6247727076,0.849334799,0.7158800615
6396,"[2, 118]","['International', 'Balkan']",0.9491633794,0.4466726141,0.5912302771,0.8843107049,0.9300725905
6406,[33],['Psych-Folk'],0.9521263681,0.2483858817,0.0900647964,0.9644588527,0.1110981033
6407,[33],['Psych-Folk'],0.9649649933,0.1523334111,0.0286660985,0.9198376082,0.1196915768
6459,"[2, 102]","['International', 'Middle East']",0.9897427415,0.473918027,0.441824699,0.301111358,0.1917708301
6461,[17],['Folk'],0.9762509416,0.2201777071,0.2530424984,0.1830443842,0.1209887734
6463,[17],['Folk'],0.9035223472,0.5214370825,0.3331048586,0.4445221195,0.1434441245
6467,[17],['Folk'],0.9742651393,0.5099784023,0.0149764144,0.1785187328,0.1106296646
6469,"[2, 102, 118]","['International', 'Middle East', 'Balkan']",0.9870761815,0.4384941379,0.3032102633,0.8645399041,0.1497743742
6517,[12],['Rock'],0.5140092503,0.5543395875,0.0793176237,0.9131409903,0.1067239105
6519,[12],['Rock'],0.7329562243,0.6488638039,0.1936855637,0.8323470513,0.0791953543
6603,[21],['Hip-Hop'],0.9689930322,0.842626891,0.6395363065,0.0189836223,0.1441312211
6605,[21],['Hip-Hop'],0.9488243944,0.8145396396,0.6835051801,0.0090506541,0.0986090052
6606,[21],['Hip-Hop'],0.9136379749,0.6018706207,0.5724688069,0.8817221232,0.0997869185
6607,[21],['Hip-Hop'],0.4674290356,0.7016914256,0.3050312959,0.3362340957,0.0998242564
6608,[21],['Hip-Hop'],0.8286968625,0.6008829686,0.7786265237,0.2914325662,0.1921558226
6609,[21],['Hip-Hop'],0.6873252305,0.5046296993,0.4142151797,0.003175071,0.0794343785
6610,[21],['Hip-Hop'],0.9356340307,0.5466952615,0.5597066642,0.0513674993,0.1168733734
6611,[21],['Hip-Hop'],0.6637303113,0.5721092017,0.4437888865,0.7682025784,0.1161438296
6762,[17],['Folk'],0.9609139506,0.6015612915,0.2080478804,0.2741551274,0.314303029
6779,[17],['Folk'],0.9627115568,0.5700009112,0.0649673646,0.9484848237,0.1279019956
6782,[17],['Folk'],0.9948722927,0.6567057112,0.0678613362,0.889123824,0.1164851704
6783,[17],['Folk'],0.995591142,0.6442756858,0.1254755322,0.6633108313,0.1027576929
6788,[12],['Rock'],0.8904591304,0.2436000372,0.9457193357,0.6866998894,0.1111555628
6802,[2],['International'],0.9767477915,0.6270073832,0.3643004972,0.0251438583,0.102968731
6803,[2],['International'],0.6946463013,0.3973627612,0.2951305567,0.8829103024,0.3597793524
7011,[15],['Electronic'],0.4638174149,0.2173839169,0.2771852067,0.9175237558,0.15683991
7481,[21],['Hip-Hop'],0.8005833127,0.3970755785,0.9238669896,0.0054158053,0.1040368857
7482,[21],['Hip-Hop'],0.2769678639,0.7791431666,0.67153867,0.0656576898,0.1280894724
7487,[21],['Hip-Hop'],0.4060829472,0.6000799578,0.6899029648,0.0004467152,0.4222275835
7488,[21],['Hip-Hop'],0.658155257,0.6907177468,0.7588296026,2.155e-07,0.607094321
7492,[21],['Hip-Hop'],0.3883600396,0.8145812963,0.8027638302,1.72096e-05,0.1747303471
7495,[89],['Post-Punk'],0.8222141477,0.3594758285,0.7923692565,0.3561703435,0.3139750271
7526,[10],['Pop'],0.7020798369,0.2765738867,0.4357480538,0.0002408769,0.1066935831
7527,[10],['Pop'],0.5688697406,0.6029751487,0.279904287,0.7887912769,0.1078047239
7528,[10],['Pop'],0.0280512919,0.5672369808,0.3333057388,0.026182609,0.0867237151
7529,[10],['Pop'],0.0125568984,0.6916074299,0.3240024242,0.8708623846,0.1187154225
7872,[25],['Punk'],0.8948266314,0.5635495033,0.5205238316,0.137179835,0.0616347181
8208,[12],['Rock'],0.2889115944,0.2205253408,0.9168268266,0.8237952202,0.4129018755
8256,[17],['Folk'],0.9846906955,0.5640806762,0.2862550105,2.087e-07,0.1493626921
8259,[17],['Folk'],0.8977233683,0.6730560333,0.2462504659,1.927e-07,0.1138180871
8261,[17],['Folk'],0.9704445507,0.5880398297,0.3980705055,0.0006092172,0.1034597906
9512,[2],['International'],0.9008281242,0.3033630492,0.5054784794,0.934591644,0.5358882213
9553,[12],['Rock'],0.7589878976,0.4674273897,0.5895778366,0.8854654999,0.0972521586
9887,[17],['Folk'],0.9797983832,0.3275834636,0.1766176069,0.7865554119,0.6349957915
9888,[17],['Folk'],0.8546450426,0.2881381507,0.1593810264,0.9632385495,0.6566633853
10381,[17],['Folk'],0.9905076702,0.4106349271,0.5480016485,0.9520255767,0.1134202033
10382,[17],['Folk'],0.987452077,0.2735549403,0.121284816,0.7091468836,0.2627341433
10383,[17],['Folk'],0.9650542841,0.2250764571,0.3475270646,0.8855843637,0.170686104
10384,[17],['Folk'],0.9540224716,0.3268607695,0.5259957956,0.9204395398,0.1120789516
10385,[17],['Folk'],0.971012143,0.281675725,0.2235047681,0.9297089141,0.0760236515
10386,[17],['Folk'],0.9658103617,0.3289288543,0.5172850457,0.8558989355,0.1178975035
10388,[17],['Folk'],0.9803563806,0.2070634332,0.2837511206,0.8196512406,0.1073807773
10389,[17],['Folk'],0.9760075552,0.2580229654,0.5021692659,0.0441402417,0.6302388284
10438,[17],['Folk'],0.9922644661,0.1145765019,0.6703123474,0.9046538078,0.8220310248
10439,[17],['Folk'],0.9949460409,0.3069087962,0.2579096344,0.9029039907,0.1103924529
10440,[17],['Folk'],0.9957964501,0.1860653128,0.1350474602,0.9665225355,0.1403748437
10441,[17],['Folk'],0.6380331086,0.2882526215,0.3597042188,0.9452624305,0.3939897579
10442,[17],['Folk'],0.9950875424,0.1496209972,0.2659489757,0.9673406719,0.3062326347
10443,[17],['Folk'],0.9001877233,0.4316530132,0.3639454457,0.8201656907,0.1115170431
10444,[17],['Folk'],0.9952075914,0.3122134774,0.4260688832,0.9624045838,0.5936003642
10447,[17],['Folk'],0.9834379248,0.2687330054,0.6125653998,0.931080977,0.6741503642
10458,[17],['Folk'],0.9921478493,0.2663569659,0.1966597044,0.9467614778,0.1147239728
10480,[17],['Folk'],0.9690853215,0.4027684165,0.3961667033,0.9657886144,0.1226032699
10481,[17],['Folk'],0.6974134475,0.3973095628,0.6062074135,0.9063916326,0.0644841931
10485,[17],['Folk'],0.9949975931,0.0824027889,0.1919980036,0.9693626128,0.082449939
10678,[17],['Folk'],0.9949434049,0.2510611152,0.2570437366,0.9488665653,0.1288276453
10679,[17],['Folk'],0.9897106317,0.2559332296,0.4415475632,0.9481724069,0.3369837895
10682,[17],['Folk'],0.9954412159,0.4099898253,0.368178655,0.9381729491,0.1102440794
10684,[17],['Folk'],0.9898184358,0.1666254097,0.4536138063,0.7185832996,0.1386892905
10693,[21],['Hip-Hop'],0.0113966622,0.8370633662,0.3627917668,0.9012160893,0.0893380299
10694,[21],['Hip-Hop'],0.0045801049,0.7469852781,0.1299341829,0.9443091056,0.1108930437
10697,[21],['Hip-Hop'],0.3831923611,0.8612592298,0.3570233789,0.8712107824,0.1102024902
10698,[21],['Hip-Hop'],0.0475317496,0.7149279185,0.5372199815,0.8796473286,0.0862128316
10805,[10],['Pop'],0.8191926747,0.3792198923,0.7833269837,0.3085722826,0.0976943852
10806,[10],['Pop'],0.6514095469,0.5946546366,0.7370601687,0.9154131712,0.0738157588
10807,[10],['Pop'],0.8684719333,0.3474884671,0.9695950235,0.8765340745,0.1714407131
10808,[10],['Pop'],0.5876263249,0.8605446563,0.8300191415,0.2163636102,0.0854665929
10809,[10],['Pop'],0.5568763747,0.4448102921,0.7515833642,0.015213775,0.3579791025
10810,[10],['Pop'],0.9861020439,0.4427238375,0.4615396327,0.9210362165,0.2487624896
10992,[17],['Folk'],0.9572203885,0.3566067769,0.3855447876,0.9388602556,0.1634661677
11059,[17],['Folk'],0.8877128253,0.53446476,0.2550275061,0.956727202,0.1043268365
11198,[10],['Pop'],0.1226067417,0.2767985816,0.3917388866,0.7871353011,0.0689236378
11199,[10],['Pop'],0.8671212764,0.3236819748,0.1099750359,9.334e-07,0.1017368058
11200,[10],['Pop'],0.8485323367,0.5686318521,0.1328171518,0.0463750894,0.0877867026
11204,[21],['Hip-Hop'],0.5779781161,0.5580365255,0.4547694868,0.00347398,0.0872405722
11262,[15],['Electronic'],0.0039015524,0.645387768,0.5637149693,0.9106505456,0.1676393871
11268,[89],['Post-Punk'],0.3521851814,0.8131082805,0.7011092543,0.8898951661,0.2496162024
11298,[21],['Hip-Hop'],0.6898574078,0.8699598632,0.7773638002,0.4101930814,0.0847642667
11299,[21],['Hip-Hop'],0.125236232,0.4136701858,0.9172131281,5.5665e-06,0.057233665
11306,"[12, 58, 66]","['Rock', 'Psych-Rock', 'Indie-Rock']",0.011203334,0.2495438471,0.6169119867,0.2494517299,0.1540724918
11503,[17],['Folk'],0.979069357,0.3232259204,0.1343984005,0.9585962902,0.1369803396
11504,[17],['Folk'],0.9303100566,0.1481194726,0.2151576584,0.9241191336,0.1802426674
11508,[17],['Folk'],0.8379109333,0.399999902,0.4231455719,0.9243543638,0.1154043546
11763,[21],['Hip-Hop'],0.2990053418,0.7492140863,0.4491186785,0.8819347385,0.1615285512
11765,[21],['Hip-Hop'],0.3136142695,0.773744232,0.4109383911,0.915595872,0.1365524363
11766,[21],['Hip-Hop'],0.2900492659,0.7558226754,0.4252675721,0.000657471,0.4113640602
11767,[21],['Hip-Hop'],0.0005051705,0.7940143924,0.8758459829,0.9344631698,0.1255070766
11768,[21],['Hip-Hop'],0.0592507866,0.8379157001,0.4375906842,0.929023703,0.1073408477
