track_id,acousticness,danceability,energy,instrumentalness,liveness,mel_path
1683,0.9698391002,0.3994860146,0.1882254583,0.0007516957,0.1009903215,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1683.npy
1684,0.9789810623,0.4810810355,0.3337445203,0.1873255444,0.1146205821,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1684.npy
1685,0.9875469651,0.5308485466,0.1571080794,0.1625576832,0.1062624982,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1685.npy
1686,0.8001763834,0.5141711453,0.3127069214,0.8524636294,0.0374482694,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1686.npy
1687,0.8903125794,0.4281974864,0.1527934713,0.0050953248,0.1040581297,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1687.npy
1688,0.9832152096,0.4160671687,0.3509597251,0.4417260447,0.1262052659,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1688.npy
1689,0.9691608115,0.4797146323,0.3241311822,0.8905312382,0.1259826271,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1689.npy
1701,0.9926865883,0.2486188741,0.2561925707,0.8238542856,0.090126849,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1701.npy
1702,0.9688298257,0.5659659296,0.5736909858,0.9310911038,0.1312390586,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1702.npy
1703,0.9211518439,0.3730424979,0.2203914086,0.9263626322,0.1492777373,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1703.npy
1704,0.991954118,0.2970348005,0.2692308585,0.7782337908,0.091985367,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1704.npy
1706,0.9950898383,0.4072063405,0.9771725654,0.9654103695,0.2760053303,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1706.npy
1720,0.5402475271,0.1986868226,0.4246546932,0.7161799731,0.1308577472,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1720.npy
1883,0.8105361291,0.3565339014,0.9419612564,0.9623092733,0.1422250589,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1883.npy
1891,0.9465863835,0.1859294916,0.5543436632,0.9725575803,0.1118643792,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1891.npy
1893,0.3926838696,0.7285435459,0.2207963618,0.9248149695,0.0720788954,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1893.npy
1924,0.0003141209,0.1733772476,0.8573469486,0.850661837,0.1652111814,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1924.npy
1925,0.7757731596,0.4763814292,0.4099578877,0.8381337604,0.1156932671,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/1925.npy
3263,0.9663851814,0.4556339021,0.0032382405,0.878889123,0.1115722259,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3263.npy
3264,0.8904816132,0.4669434522,0.010606141,0.8356770502,0.1115640739,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3264.npy
3265,0.9473671137,0.4124128932,0.0056461135,0.6178911558,0.1115680163,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3265.npy
3266,0.9755329694,0.5112845147,0.0076837273,0.0001396762,0.1112785552,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3266.npy
3270,0.9951393995,0.4900795346,0.1421763642,0.8292220484,0.1111910695,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3270.npy
3271,0.988143649,0.5531185106,0.0369685228,0.4908951227,0.1116284446,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3271.npy
3272,0.9933723678,0.4752829216,0.0642428245,0.7156848823,0.0945233547,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3272.npy
3273,0.7455159764,0.4282098478,0.0594251351,0.843192232,0.1130259582,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3273.npy
3274,0.9505290938,0.1964395452,0.0395331197,0.9186590376,0.1084324766,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3274.npy
3492,0.9452718195,0.337005934,0.1350242343,0.2126016266,0.1141882178,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3492.npy
3573,0.4342549743,0.4607322215,0.8627467642,0.9550246018,0.5351868351,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3573.npy
3598,0.9166071478,0.5094721681,0.1153566662,0.375706831,0.1130899365,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3598.npy
3624,0.8592553288,0.3253242622,0.5858994522,0.8637454503,0.0501827353,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3624.npy
3707,0.8932009956,0.3618870506,0.1866964712,0.9078538066,0.1029311993,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3707.npy
3708,0.8103741093,0.5298376744,0.1946418456,0.8875682722,0.1103281098,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3708.npy
3761,0.7891043816,0.2802859794,0.3467914204,0.9331963683,0.2005968591,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3761.npy
3762,0.1940246494,0.3495789181,0.4739023944,0.9458360969,0.3670095491,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3762.npy
3763,9.0935e-06,0.1442757763,0.8078862783,0.7775408417,0.1084145484,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3763.npy
3765,0.4083867117,0.051307487,0.3310534519,0.9544177341,0.2470881522,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3765.npy
3766,0.2301191865,0.3591129185,0.5930512105,0.9417916382,0.262578313,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3766.npy
3840,0.603290672,0.3649672887,0.9038442068,0.4722594365,0.7365000158,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3840.npy
3880,0.9946315646,0.3954319419,0.1661714125,0.8991725114,0.1098220304,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3880.npy
3904,0.9124694707,0.3934034454,0.2853514213,0.874023745,0.11138245,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3904.npy
3905,0.901332897,0.2582020843,0.2117355174,0.8813343775,0.1019387549,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3905.npy
3906,0.8992162015,0.3478905123,0.2386904982,0.8372474661,0.129078768,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3906.npy
3908,0.9278991789,0.1970514046,0.243620029,0.9254662113,0.109806763,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3908.npy
3909,0.8317403105,0.3056999081,0.2879941611,0.9149913498,0.1118385713,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3909.npy
3910,0.9013526361,0.3229073004,0.2613791619,0.8746949402,0.1101003149,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3910.npy
3911,0.8924863364,0.3180925966,0.2991328609,0.8865969389,0.1409633827,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3911.npy
3912,0.8789405481,0.3533910191,0.3413498769,0.9475925062,0.1081536971,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3912.npy
3913,0.8703061018,0.2054633768,0.2618200766,0.8933933053,0.1353022601,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3913.npy
3920,0.9937473866,0.6193260539,0.2003210419,0.9580116787,0.1155699624,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3920.npy
3921,0.99258386,0.5402921256,0.0896189627,0.2177821867,0.0970001274,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/3921.npy
4013,0.9297281674,0.2571043178,0.0061646477,0.712865777,0.1022654124,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4013.npy
4017,0.9873854309,0.268289291,0.0081024377,0.0007974063,0.3377434051,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4017.npy
4066,0.9840158632,0.3480274864,0.1052312465,0.9353805414,0.1125330695,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4066.npy
4067,0.9861277927,0.3068828061,0.0660307321,0.9165349278,0.1117106124,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4067.npy
4068,0.9785409139,0.323831297,0.070884638,0.9225107028,0.1115168351,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4068.npy
4069,0.9390264269,0.36766421,0.1402694767,0.931815334,0.1031307984,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4069.npy
4108,0.9680470427,0.2195702453,0.4574520564,0.2472478512,0.2476654347,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4108.npy
4450,0.9764447935,0.5108898615,0.1469079863,0.9307494529,0.108708328,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4450.npy
4519,0.5146310626,0.3903600494,0.509240895,0.9534925323,0.3717028749,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4519.npy
4520,0.5837493532,0.4733391002,0.4413672903,0.7481173173,0.1759724994,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4520.npy
4521,0.5546066439,0.7183421033,0.4731691957,0.9182439469,0.2186664915,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4521.npy
4522,0.9243880861,0.3934985041,0.6043295499,0.9068075024,0.3603763804,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4522.npy
4682,0.2799768813,0.4156203612,0.7701436785,0.8970278394,0.3617182934,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4682.npy
4684,0.2209234723,0.3454192492,0.9195109633,0.9097449927,0.3888200683,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4684.npy
4685,0.2124572251,0.3831137993,0.6052403353,0.9049934736,0.2199077279,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4685.npy
4688,0.2815423401,0.4937486272,0.595018309,0.9328696602,0.0922660241,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4688.npy
4777,0.8913950993,0.3262638897,0.3876330759,0.7482437121,0.6862384689,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4777.npy
4778,0.9595281866,0.3586120465,0.3900280128,0.9443990512,0.1300705208,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4778.npy
4779,0.8974272507,0.4973017783,0.5037427343,0.6452710304,0.1889959239,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4779.npy
4780,0.7943125362,0.459219418,0.6640574323,0.9201783632,0.6209874458,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4780.npy
4781,0.9740430899,0.5539476861,0.5721138024,0.8935432144,0.1288180173,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4781.npy
4782,0.6362804191,0.628878776,0.6210083673,0.5776471249,0.8827288296,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4782.npy
4784,0.8984841446,0.4541545645,0.7902584279,0.8562603406,0.3181121522,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4784.npy
4785,0.9459151171,0.3739597168,0.582579511,0.6470228661,0.4738699957,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4785.npy
4786,0.7835748352,0.4607619108,0.6893586262,0.7911182053,0.1385065266,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4786.npy
4787,0.9080808937,0.2520310043,0.7047715291,0.8240939331,0.6397844148,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4787.npy
4788,0.9062571016,0.5315946475,0.5983611581,0.728995728,0.7413581947,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4788.npy
4799,0.6300827288,0.369359144,0.1840616124,0.956120811,0.5773044212,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4799.npy
4835,0.8419993723,0.254873785,0.9512006849,0.7678896974,0.187045906,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4835.npy
4836,0.7498163605,0.26962204,0.9776780392,0.3719879359,0.2011815038,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4836.npy
4838,0.9042259677,0.2835055368,0.968146045,0.8806481927,0.1250464572,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/4838.npy
5156,0.9154083931,0.4994812752,0.0681443441,0.8800028096,0.1109257617,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5156.npy
5157,0.8226780972,0.508352281,0.0616224507,0.8736364329,0.1316383578,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5157.npy
5158,0.8472949303,0.3902433998,0.0630620808,0.8831694394,0.111311193,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5158.npy
5159,0.9366041189,0.4171661421,0.0768375853,0.9076828433,0.1046773783,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5159.npy
5169,0.946927472,0.3933448588,0.084939654,0.9232468292,0.1223383815,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5169.npy
5170,0.9387836374,0.3904861667,0.0504416263,0.9389211584,0.1191752573,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5170.npy
5171,0.8733157382,0.4776171862,0.1710846317,0.86624367,0.1032152752,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5171.npy
5191,0.7946017048,0.4532548798,0.4758557485,0.9634826057,0.1470674335,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5191.npy
5264,0.4852057425,0.2178260095,0.8914350161,0.6488145752,0.1963166989,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5264.npy
5268,0.4158928768,0.8562969194,0.4204394402,0.7895850791,0.074111346,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5268.npy
5376,0.9919122456,0.3511195087,0.0892983341,0.9360298515,0.1224003384,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5376.npy
5381,0.9495693325,0.4912172413,0.1167829958,0.9489554082,0.1115197847,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/5381.npy
6329,0.397181576,0.4413621706,0.6110489935,0.8793293972,0.7325845147,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6329.npy
6330,0.9938933036,0.5942505461,0.5404739624,0.9197030788,0.3078247871,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6330.npy
6331,0.9948513995,0.3889528446,0.3722549681,0.9580372004,0.541370013,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6331.npy
6332,0.9869959201,0.3733408447,0.7230153356,0.901695045,0.9509460036,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6332.npy
6333,0.8870931065,0.3703166974,0.5487892897,0.2292801853,0.4277753023,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6333.npy
6342,0.9840642961,0.5643297129,0.4748190135,0.8494795374,0.6987832005,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6342.npy
6354,0.9805898525,0.439750245,0.4724599541,0.8523111587,0.9030811665,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6354.npy
6357,0.9936295726,0.487650683,0.9534747766,0.9427763955,0.7674841757,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6357.npy
6358,0.9950494692,0.3805175656,0.575507933,0.944274714,0.7299484387,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6358.npy
6360,0.9743251749,0.4617275928,0.3565101362,0.9026426143,0.2544025429,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6360.npy
6363,0.8630878352,0.5217884493,0.4826093496,0.3818655652,0.8675765121,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6363.npy
6366,0.9773855229,0.5277763801,0.442235605,0.6832404366,0.6435779408,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6366.npy
6367,0.9891662565,0.4798044995,0.4134111493,0.8984824407,0.2773878909,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6367.npy
6368,0.9942388678,0.5191864976,0.5409890694,0.9374701768,0.7554723079,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6368.npy
6370,0.9944438978,0.451248509,0.7470948342,0.9293315116,0.5771655288,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6370.npy
6372,0.9497550213,0.5340176866,0.4222513858,0.9027548851,0.400178362,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6372.npy
6373,0.9760004846,0.4559347283,0.2495012499,0.7552115712,0.7429233367,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6373.npy
6376,0.9891424052,0.6635231053,0.7166558663,0.9306875287,0.6204314443,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6376.npy
6379,0.9919347458,0.3560591433,0.3651422266,0.7970852064,0.5375961492,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6379.npy
6380,0.6743527756,0.4260996487,0.7425791403,0.9403969667,0.8410042733,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6380.npy
6381,0.9944728511,0.2834983186,0.6720264762,0.9564483343,0.8243825709,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6381.npy
6382,0.9131122859,0.4576611962,0.6700205089,0.8369758396,0.3750230644,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6382.npy
6383,0.9893781789,0.5798767977,0.4825918564,0.9316092107,0.6357311626,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6383.npy
6385,0.7583583075,0.5053471693,0.5439832,0.7826870027,0.8508758915,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6385.npy
6387,0.992306161,0.3130498882,0.7768833897,0.933500393,0.8227845843,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6387.npy
6389,0.9424325424,0.5607709945,0.4591299116,0.0090756935,0.7786453889,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6389.npy
6390,0.993397693,0.3828426433,0.5646818131,0.9296315046,0.8819145559,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6390.npy
6393,0.950920247,0.5083155227,0.9225539467,0.7951036955,0.9605194782,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6393.npy
6394,0.7978986588,0.5013008068,0.6247727076,0.849334799,0.7158800615,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6394.npy
6396,0.9491633794,0.4466726141,0.5912302771,0.8843107049,0.9300725905,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6396.npy
6406,0.9521263681,0.2483858817,0.0900647964,0.9644588527,0.1110981033,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6406.npy
6407,0.9649649933,0.1523334111,0.0286660985,0.9198376082,0.1196915768,C:/Users/OZBERK/Desktop/traffic-music/music/fma/mels/6407.npy
